GISJOIN,GEOGYEAR,ZCTAA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CL8AA2020,CL8AA2020L,CL8AA2020U
"G53562","2010","53562",16365.30,14696,19593,19446.07,19110,20743,23627,28729.73,26708,29522
"G53563","2010","53563",7684.06,7104,7922,9247.51,8931,9446,10728,11400.59,11228,11461
"G53565","2010","53565",4450.48,4223,4666,4708.00,4708,4709,4765,4861.91,4823,4891
"G53566","2010","53566",13889.73,13755,14014,14772.94,14749,14812,15217,14969.00,14943,15001
"G53569","2010","53569",1139.10,1082,1215,1155.93,1151,1156,1155,1144.08,1101,1192
"G53570","2010","53570",2267.27,2123,2425,2353.66,2335,2377,2627,2682.31,2672,2713
"G53571","2010","53571",279.00,279,279,251.00,251,251,280,302.00,302,302
"G53572","2010","53572",6437.80,6062,6831,8446.67,8285,8708,9970,10682.66,10429,11052
"G53573","2010","53573",3064.11,2746,3442,3230.96,3166,3354,3062,3037.65,2942,3120
"G53574","2010","53574",2621.85,2571,2686,3303.77,3282,3307,3877,4075.00,3945,4103
"G53575","2010","53575",9613.18,9391,10144,13672.93,13620,13933,15494,17390.02,17213,17474
"G53576","2010","53576",2166.09,2094,2194,2256.45,2216,2280,2319,2268.03,2268,2293
"G53577","2010","53577",1331.30,1196,1515,1423.92,1386,1512,1371,1374.47,1313,1448
"G53578","2010","53578",4055.41,3848,4198,4965.26,4726,5068,5924,6438.13,6234,6525
"G53579","2010","53579",1613.07,1558,1642,1722.00,1708,1735,1760,1807.82,1790,1808
"G53580","2010","53580",492.24,424,533,617.00,617,617,564,516.00,516,516
"G53581","2010","53581",10270.26,9733,10742,10486.04,10272,10566,10699,10165.33,10004,10233
"G53582","2010","53582",931.65,864,951,1121.16,1067,1144,1079,1055.95,979,1072
"G53583","2010","53583",5183.85,4895,5622,5320.80,5243,5444,5747,5849.52,5700,5933
"G53585","2010","53585",1930.19,1915,1983,2150.00,2150,2150,2215,2144.00,2144,2144
"G53586","2010","53586",2272.22,2202,2360,2205.00,2205,2205,2284,2112.94,2104,2118
"G53587","2010","53587",1339.52,1277,1452,1314.01,1296,1339,1290,1158.21,1133,1176
"G53588","2010","53588",3510.84,3344,3605,3806.65,3676,3860,4077,4118.59,4033,4270
"G53589","2010","53589",15178.94,14819,15712,19216.31,19112,19280,19427,19860.85,19845,19896
"G53590","2010","53590",19606.30,18917,19876,25922.78,25398,26187,36294,43687.62,43160,43833
"G53593","2010","53593",9902.16,9028,10506,12509.74,11504,12901,19225,28175.28,27545,28666
"G53594","2010","53594",4357.39,4224,4580,5026.56,4962,5036,5144,5271.22,5237,5323
"G53597","2010","53597",9608.58,9332,10200,13221.53,13040,13377,16844,20583.75,20147,20775
"G53598","2010","53598",1765.16,1513,1822,2042.85,1695,2093,2511,4032.67,3729,4033
"G53599","2010","53599",82.30,39,168,88.40,55,130,69,71.00,71,71
"G53702","2010","53702",0.00,0,82,0.00,0,0,50,57.00,57,57
"G53703","2010","53703",25721.45,25721,27078,26697.47,26697,28117,27958,38255.00,38255,38255
"G53704","2010","53704",38699.81,37093,38870,43307.69,41788,43402,44034,47160.16,47085,47272
"G53705","2010","53705",24592.06,23695,26252,23734.92,23271,24145,23494,25338.52,24971,27058
"G53706","2010","53706",6817.95,6807,6830,6709.05,6699,6713,5133,7059.00,5650,7059
"G53711","2010","53711",39987.91,37136,43368,42609.42,40965,44851,45728,51212.48,50056,52763
"G53713","2010","53713",19959.66,18945,20932,22307.48,21112,22582,22146,23356.27,22830,23469
"G53714","2010","53714",17788.52,17455,18136,16338.14,16135,16497,16463,16233.01,16012,16294
"G53715","2010","53715",10291.05,10279,10302,10391.95,10388,10402,12136,14018.40,13962,14045
"G53716","2010","53716",20353.76,20223,20665,19199.88,19094,19373,18419,19146.18,18809,19274
"G53717","2010","53717",7477.15,4830,8802,10782.90,9862,11458,11962,13130.24,12879,14597
"G53718","2010","53718",2314.54,1838,3029,3591.95,3314,3734,11753,16956.33,16687,17888
"G53719","2010","53719",9404.87,7317,11370,18623.61,17487,19754,28487,31730.77,30816,32653
"G53726","2010","53726",5135.00,5135,5135,5209.00,5209,5209,5177,5272.00,5272,5272
"G53792","2010","53792",0.00,0,0,0.00,0,0,0,0.00,0,0
"G53801","2010","53801",818.95,805,831,852.61,829,863,878,842.00,842,842
"G53802","2010","53802",70.54,68,115,61.00,61,61,58,50.00,50,50
"G53803","2010","53803",1180.20,1105,1268,1268.28,1264,1298,1306,1219.73,1202,1229
"G53804","2010","53804",1393.12,1278,1523,1324.60,1256,1364,1372,1366.00,1346,1376
"G53805","2010","53805",4807.07,4363,5076,5238.28,5145,5330,5269,5478.45,5408,5569
"G53806","2010","53806",2233.06,2124,2326,2049.92,2033,2106,1831,1569.21,1557,1576
"G53807","2010","53807",5093.89,4675,5403,5004.90,4846,5131,4843,4963.97,4956,5293
"G53808","2010","53808",859.93,754,1037,1043.06,1043,1133,1049,1012.17,717,1013
"G53809","2010","53809",3831.11,3645,3972,3892.83,3877,3893,4120,4415.96,4362,4436
"G53810","2010","53810",548.08,493,629,480.68,468,515,429,423.79,417,429
"G53811","2010","53811",3217.97,3036,3336,3180.51,3060,3223,3371,3257.17,3241,3274
"G53813","2010","53813",6570.72,6352,6813,6353.63,6310,6457,6075,6294.58,6245,6351
"G53816","2010","53816",698.28,647,754,650.72,629,673,810,804.12,783,823
"G53817","2010","53817",204.00,204,204,230.00,230,230,205,198.00,198,198
"G53818","2010","53818",13188.92,12988,13403,13413.84,13277,13498,15091,15767.47,15652,15914
"G53820","2010","53820",2697.46,2636,2739,2632.21,2632,2641,2532,2431.35,2414,2461
"G53821","2010","53821",7866.63,7783,7905,8508.53,8436,8543,8456,7852.89,7778,7868
"G53825","2010","53825",481.71,471,537,459.78,456,487,487,497.46,489,532
"G53826","2010","53826",1221.18,1073,1470,1356.01,1337,1508,1332,1222.00,1209,1222
"G53827","2010","53827",315.61,248,445,290.47,272,315,292,269.54,249,317
"G53901","2010","53901",12055.82,11899,12151,13597.60,13471,13696,14445,14821.91,14781,14939
"G53910","2010","53910",2978.88,2905,3017,3543.74,3466,3607,3508,3312.01,3249,3335
"G53911","2010","53911",1062.55,1023,1117,1069.35,1065,1096,1351,1373.00,1373,1375
"G53913","2010","53913",14740.55,14352,14977,17826.49,17206,18099,19881,20895.61,19968,21252
"G53916","2010","53916",19575.28,19420,19837,20913.96,20879,21012,22507,23025.00,22988,23087
"G53919","2010","53919",2675.48,2426,2834,2680.04,2581,2820,2629,2531.43,2522,2552
"G53920","2010","53920",406.39,395,408,479.00,479,479,414,442.00,442,442
"G53922","2010","53922",1040.47,878,1103,1083.24,948,1134,1036,995.13,936,1010
"G53923","2010","53923",1981.58,1837,2100,2083.10,2029,2145,2098,2189.82,2154,2211
"G53924","2010","53924",1433.34,1285,1600,1414.31,1351,1500,1360,1311.48,1290,1352
"G53925","2010","53925",6977.96,6677,7287,7418.66,7272,7672,7781,8556.94,8514,8587
"G53926","2010","53926",1163.94,1119,1196,1365.48,1335,1369,1628,1701.09,1659,1733
"G53928","2010","53928",104.32,72,122,142.13,103,166,128,122.00,122,122
"G53929","2010","53929",2766.67,2680,2919,2838.23,2791,2932,2782,2640.01,2596,2719
"G53930","2010","53930",1027.29,1001,1077,1312.61,1300,1333,1285,1241.19,1233,1255
"G53931","2010","53931",176.07,141,187,214.43,168,245,237,225.09,225,230
"G53932","2010","53932",1557.09,1475,1656,1917.21,1864,1953,2573,2683.17,2683,2715
"G53933","2010","53933",3262.52,3137,3351,4013.49,3998,4020,4117,4263.89,4247,4269
"G53934","2010","53934",3605.84,3569,3683,4209.67,4161,4302,4396,4201.85,4155,4267
"G53935","2010","53935",240.02,224,286,245.30,229,272,307,286.13,255,322
"G53936","2010","53936",1806.10,1111,2168,1387.97,1343,1478,1610,1472.15,1435,2554
"G53937","2010","53937",888.31,824,985,1006.74,987,1085,1053,1149.90,1124,1219
"G53939","2010","53939",271.00,271,271,217.00,217,217,244,201.00,169,201
"G53941","2010","53941",2306.33,2284,2479,2680.10,2674,2699,2932,3155.18,3151,3179
"G53943","2010","53943",972.60,943,1083,1019.75,994,1108,1065,1044.02,981,1105
"G53944","2010","53944",1615.09,1417,1898,1831.14,1644,1895,2224,2378.66,2151,2454
"G53946","2010","53946",4316.49,4146,4453,4294.82,4260,4317,4386,4251.52,4134,4467
"G53947","2010","53947",153.00,153,153,155.00,155,155,137,164.74,116,266
"G53948","2010","53948",7282.48,6896,7469,7818.97,7523,7916,8414,8154.38,8033,8244
"G53949","2010","53949",4955.44,4897,5053,6970.46,6909,7087,6011,6203.08,6004,6338
"G53950","2010","53950",3502.96,3319,3723,4199.57,4158,4394,5449,5661.02,5591,5718
"G53951","2010","53951",2011.78,1903,2111,2319.43,2249,2393,2601,2374.18,2333,2413
"G53952","2010","53952",2538.40,2058,3282,2881.69,2731,2910,4377,4254.01,3130,4361
"G53953","2010","53953",237.41,188,260,276.44,203,301,282,271.65,187,300
"G53954","2010","53954",5008.15,4814,5380,6318.57,6125,6524,6926,6935.07,6830,7072
"G53955","2010","53955",4395.85,4254,4522,5517.86,5468,5556,5692,5939.88,5932,5958
"G53956","2010","53956",3299.13,3132,3540,3383.06,3374,3391,3397,3425.07,3425,3440
"G53959","2010","53959",9247.37,8977,9601,11701.31,11418,12048,13384,14290.46,13932,14625
"G53960","2010","53960",2719.40,2475,2856,3103.51,3017,3177,3268,3320.14,3309,3365
"G53961","2010","53961",836.69,795,865,824.11,801,851,837,813.27,796,815
"G53963","2010","53963",11586.60,11447,11732,13583.14,13492,13656,13910,14067.35,14050,14069
"G53964","2010","53964",2772.47,2732,2902,3163.60,3122,3318,3604,3531.98,3480,3645
"G53965","2010","53965",7523.38,7223,7933,9133.98,8951,9800,10398,11392.28,11219,12289
"G53968","2010","53968",2402.07,2264,2438,2494.97,2476,2495,2329,2344.00,2327,2344
"G53969","2010","53969",448.83,232,590,437.73,278,525,419,468.59,334,524
"G54001","2010","54001",6810.18,6643,7167,7933.84,7825,8149,8155,8163.01,8075,8373
"G54002","2010","54002",3889.42,3815,3913,4711.67,4706,4723,6278,6787.46,6721,6795
"G54003","2010","54003",864.23,777,1009,958.26,918,1054,1013,976.17,924,1059
"G54004","2010","54004",2004.84,1846,2110,2243.84,2219,2293,2317,2335.77,2310,2355
"G54005","2010","54005",2563.08,2478,2703,2847.00,2847,2847,3056,3097.00,3066,3122
"G54006","2010","54006",668.91,651,703,703.00,703,703,743,806.00,806,806
"G54007","2010","54007",1102.40,1004,1136,1151.74,1135,1161,1188,1258.04,1207,1307
"G54009","2010","54009",1523.86,1377,1645,1930.72,1870,1966,2509,2670.05,2444,2742
"G54010","2010","54010",33.00,25,41,37.00,37,37,50,45.89,42,47
"G54011","2010","54011",5793.61,5506,5943,6078.15,5809,6156,6819,6900.92,6643,7013
"G54013","2010","54013",2946.65,2874,3091,3188.00,3188,3188,3475,3421.00,3388,3487
"G54014","2010","54014",1988.60,1972,2109,2150.01,2142,2230,2232,2329.02,2320,2384
"G54015","2010","54015",1789.95,1705,1909,1953.29,1892,1982,3586,3884.76,3801,3997
"G54016","2010","54016",16151.82,15371,16583,22529.01,21978,22791,30108,33079.42,32683,33639
"G54017","2010","54017",10160.90,9668,10444,12190.06,11946,12340,16743,19708.90,19373,20104
"G54020","2010","54020",4740.01,4526,4819,6276.08,6121,6336,7260,7580.90,7403,7922
"G54021","2010","54021",4557.17,4525,4657,5581.00,5581,5604,6622,6902.00,6876,7025
"G54022","2010","54022",15985.55,15581,16532,19235.04,19046,19553,22358,23891.38,23445,24050
"G54023","2010","54023",2214.09,2194,2257,2514.63,2491,2568,3833,4325.30,4271,4496
"G54024","2010","54024",3697.93,3429,3977,4367.53,4289,4484,4811,4918.13,4891,4984
"G54025","2010","54025",3293.95,3054,3859,4628.14,4535,5056,6864,7388.96,7100,7643
"G54026","2010","54026",1492.66,1408,1646,1784.49,1688,1913,1809,2136.53,1937,2241
"G54027","2010","54027",794.29,748,867,838.22,838,881,989,1074.85,976,1108
"G54028","2010","54028",1861.26,1837,1912,2079.41,2076,2080,2493,2724.00,2724,2724
"G54082","2010","54082",1163.81,835,1462,1455.04,1167,1694,1696,1858.27,1658,2059
"G54101","2010","54101",1859.83,1735,2158,2503.33,2356,2818,2751,2820.60,2727,3026
"G54102","2010","54102",1010.92,922,1032,1028.54,948,1048,875,834.13,789,836
"G54103","2010","54103",471.31,460,489,475.72,463,483,418,453.18,436,464
"G54104","2010","54104",683.18,655,692,1128.78,1106,1140,1051,1200.35,1128,1237
"G54106","2010","54106",4427.29,4079,4635,4818.90,4485,4960,4997,4972.34,4925,5061
"G54107","2010","54107",2935.97,2719,3102,3390.70,3266,3489,3727,3614.85,3563,3664
"G54110","2010","54110",4779.63,4356,5187,4937.22,4758,5206,5338,5384.55,5336,5440
"G54111","2010","54111",1886.44,1726,2019,2065.35,1957,2179,2132,2122.69,2069,2230
"G54112","2010","54112",2380.93,2221,2522,2339.66,2273,2405,2284,2268.52,2229,2326
"G54113","2010","54113",2237.00,1962,2334,2499.72,2225,2636,3325,3639.44,3511,3837
"G54114","2010","54114",4276.37,4147,4417,5235.01,5118,5335,5178,5881.95,5730,6007
"G54115","2010","54115",23641.20,23313,24021,30619.95,30393,30807,41178,48690.78,48553,49317
"G54119","2010","54119",827.83,818,831,1282.54,1275,1284,1083,592.00,592,593
"G54120","2010","54120",247.00,247,247,307.00,307,307,245,243.06,243,252
"G54121","2010","54121",3046.77,3020,3122,3368.82,3346,3456,2982,3147.56,3123,3231
"G54123","2010","54123",165.00,40,402,252.94,137,488,238,314.18,305,333
"G54124","2010","54124",3544.24,3455,3681,3785.99,3756,3806,3881,3679.97,3663,3710
"G54125","2010","54125",668.48,658,678,677.03,669,688,519,508.76,498,523
"G54126","2010","54126",3200.01,3096,3397,3554.10,3498,3592,3625,4054.21,4007,4342
"G54127","2010","54127",57.89,31,95,59.45,40,97,76,70.00,70,70
"G54128","2010","54128",1651.88,1537,1714,1787.02,1672,1841,1778,1715.50,1713,1744
"G54129","2010","54129",3525.77,3152,4033,3490.96,3167,3879,3477,3531.02,3257,3739
"G54130","2010","54130",19610.44,19119,20075,21311.81,20999,21718,25108,27632.85,27194,28007
"G54135","2010","54135",2620.63,2595,2653,3226.00,3226,3226,3096,3168.00,3168,3168
"G54136","2010","54136",5415.84,5406,5418,6204.87,6146,6350,6406,6711.00,6711,6711
"G54137","2010","54137",939.23,892,1019,989.78,973,1003,1115,1142.11,1139,1167
"G54138","2010","54138",610.03,568,620,871.28,855,900,821,828.34,815,874
"G54139","2010","54139",2895.87,2605,3143,2962.11,2766,3174,3096,3161.20,2861,3310
"G54140","2010","54140",7646.23,7293,7816,8691.26,8359,8951,8533,8383.03,8383,8397
"G54141","2010","54141",1503.20,1421,1525,1897.91,1856,1898,2549,2734.00,2734,2734
"G54143","2010","54143",15661.21,15483,15859,15935.10,15856,16052,15225,15296.79,15228,15416
"G54149","2010","54149",919.13,875,938,1274.96,1214,1308,1184,1161.82,1112,1232
"G54150","2010","54150",897.04,740,908,1260.00,1260,1260,1037,988.00,988,988
"G54151","2010","54151",3958.50,3814,4026,4028.55,3858,4068,3556,3502.49,3361,3541
"G54153","2010","54153",6664.75,6603,6748,7300.60,7259,7344,7252,7358.72,7299,7413
"G54154","2010","54154",4716.16,4416,5033,5303.46,5103,5526,5548,5539.92,5397,5797
"G54155","2010","54155",3802.76,3453,4692,4320.23,3965,5121,5451,8070.20,7902,9069
"G54156","2010","54156",1406.16,1365,1521,1742.84,1726,1857,1535,1574.94,1556,1673
"G54157","2010","54157",5389.65,5177,5597,5639.92,5494,5731,5986,5828.85,5687,5928
"G54159","2010","54159",1370.56,1277,1442,1406.64,1384,1463,1434,1391.85,1342,1467
"G54160","2010","54160",251.98,232,281,222.98,208,228,253,245.79,229,270
"G54161","2010","54161",2565.47,2387,2773,2712.61,2572,2896,2696,2764.83,2621,2874
"G54162","2010","54162",6235.07,5969,6516,7844.93,7617,8110,9065,9617.49,9504,9778
"G54165","2010","54165",6371.23,6072,6836,7198.16,6874,7656,7539,7586.97,7511,7697
"G54166","2010","54166",14822.81,14385,15158,16245.07,16000,16421,17002,16888.05,16705,17046
"G54169","2010","54169",979.55,906,1365,1573.86,1442,1856,2600,3171.45,2902,3284
"G54170","2010","54170",3325.24,3128,3650,3631.31,3535,3904,3730,3781.70,3703,3869
"G54171","2010","54171",1584.32,1308,1794,2682.89,2289,2889,3362,4089.05,3803,4280
"G54173","2010","54173",2028.48,1870,2077,3459.54,3442,3507,4095,4199.34,4151,4226
"G54174","2010","54174",2990.07,2916,3058,3138.04,3060,3201,3013,3002.68,2975,3100
"G54175","2010","54175",729.66,722,782,1010.72,982,1040,1018,1110.66,1050,1124
"G54177","2010","54177",2770.20,2692,2887,3110.24,3047,3209,2898,2902.30,2857,2963
"G54180","2010","54180",1335.55,1264,1487,1993.55,1955,2096,2861,3191.23,2838,3241
"G54201","2010","54201",5538.65,5451,5698,5652.31,5619,5701,5345,5244.01,5213,5262
"G54202","2010","54202",990.39,945,1025,1258.62,1187,1335,1240,1552.00,1542,1552
"G54204","2010","54204",1444.86,1386,1481,1645.41,1571,1732,1819,1837.74,1756,1890
"G54205","2010","54205",1936.83,1822,2110,2078.31,2063,2196,2177,2117.79,2027,2164
"G54207","2010","54207",188.06,182,221,175.00,175,175,176,186.00,186,186
"G54208","2010","54208",5213.61,5037,5367,5806.45,5742,5885,6061,6437.06,6398,6442
"G54209","2010","54209",1031.54,1030,1088,1203.82,1202,1235,1195,1493.63,1493,1554
"G54210","2010","54210",808.66,760,835,991.54,933,1025,897,1062.64,1040,1136
"G54211","2010","54211",245.86,158,262,332.74,287,359,277,330.54,321,358
"G54212","2010","54212",899.59,828,968,1038.43,981,1086,997,1211.37,1125,1222
"G54213","2010","54213",1289.50,1131,1372,1317.65,1181,1381,1276,1312.00,1312,1312
"G54214","2010","54214",298.00,176,329,320.94,269,340,334,317.61,174,357
"G54216","2010","54216",5951.19,5765,6174,6156.40,6065,6288,6276,6202.11,6147,6300
"G54217","2010","54217",5708.21,5482,5930,6797.11,6552,6946,7405,7642.25,7614,7823
"G54220","2010","54220",39157.45,38481,39836,40810.88,40398,41145,40220,40846.31,40448,41261
"G54227","2010","54227",1597.62,1430,1749,1565.74,1470,1655,1568,1533.63,1513,1560
"G54228","2010","54228",2630.90,2525,2863,2787.15,2684,2994,2682,2739.00,2739,2859
"G54229","2010","54229",2512.95,2183,2671,3678.57,3464,3773,4306,4560.99,4290,4695
"G54230","2010","54230",4688.90,4374,4921,4814.00,4718,4868,4782,4797.81,4662,4885
"G54232","2010","54232",700.28,440,739,743.97,537,791,779,716.78,592,785
"G54234","2010","54234",1295.94,1234,1411,1648.84,1539,1779,1614,2068.82,1994,2101
"G54235","2010","54235",16650.50,16570,16799,17365.97,17264,17518,17203,17911.26,17862,17962
"G54241","2010","54241",16589.32,16205,16948,16014.07,15693,16280,14884,14234.42,13986,14437
"G54245","2010","54245",2138.06,1959,2368,2254.47,2192,2411,2259,2208.48,2106,2232
"G54246","2010","54246",623.00,623,623,660.00,660,660,708,777.00,777,777
"G54247","2010","54247",2223.00,2100,2461,2335.92,2256,2495,2339,2210.48,2053,2470
"G54301","2010","54301",24277.00,24277,24277,23993.00,23993,23993,22742,22874.93,22639,22875
"G54302","2010","54302",27053.30,24991,28064,29573.70,27761,30368,30611,31237.52,30163,31609
"G54303","2010","54303",27052.46,26711,28673,27627.09,27422,28876,27041,27332.20,26994,27801
"G54304","2010","54304",30837.70,28905,32367,30042.36,28347,30514,28153,27743.49,27065,28182
"G54307","2010","54307",832.00,832,832,1949.00,1949,1949,1092,1062.00,1062,1062
"G54311","2010","54311",19055.29,17850,21454,27693.98,26794,29718,33580,37401.39,36896,38926
"G54313","2010","54313",23658.35,21268,25700,31250.45,29945,32352,35897,39963.63,38464,40544
"G54401","2010","54401",27105.38,27035,27250,30318.94,30256,30383,30702,31652.00,31652,31792
"G54403","2010","54403",23861.50,23762,24190,24387.23,24286,24614,24272,24723.35,24555,24844
"G54405","2010","54405",2650.63,2528,2747,2691.64,2624,2750,3032,2972.42,2955,2980
"G54406","2010","54406",3007.14,2786,3162,3317.23,3165,3388,3469,3637.98,3524,3767
"G54407","2010","54407",1379.62,1354,1467,1510.98,1473,1571,1515,1567.35,1468,1760
"G54408","2010","54408",1042.18,937,1138,1148.61,1048,1205,1068,927.17,911,971
"G54409","2010","54409",12970.28,12853,13062,13626.36,13540,13681,13238,12978.87,12927,13000
"G54410","2010","54410",2190.30,2063,2270,2211.95,2183,2263,2392,2379.30,2338,2380
"G54411","2010","54411",4803.63,4595,5051,5290.55,5240,5372,5406,5027.17,4950,5115
"G54412","2010","54412",2047.75,2044,2061,2179.00,2179,2179,2181,2078.33,2027,2130
"G54413","2010","54413",223.83,213,226,205.00,205,205,191,170.90,153,176
"G54414","2010","54414",2932.63,2813,3137,3258.81,3170,3468,3404,3192.93,3062,3251
"G54416","2010","54416",1458.35,1378,1591,1628.42,1592,1721,1684,1679.70,1659,1683
"G54417","2010","54417",216.93,209,224,86.00,86,86,46,44.71,40,45
"G54418","2010","54418",1096.08,992,1125,1133.30,1053,1151,1080,1029.93,1028,1038
"G54420","2010","54420",996.39,976,1038,1186.10,1186,1194,1307,1262.00,1257,1262
"G54421","2010","54421",3137.72,3027,3257,3234.65,3154,3320,3455,3658.00,3658,3658
"G54422","2010","54422",1022.16,875,1119,1087.02,988,1122,1209,1300.00,1300,1300
"G54423","2010","54423",1953.36,1546,2503,2282.16,1843,2739,2343,2499.12,2337,2767
"G54424","2010","54424",1700.36,1655,1730,1731.36,1706,1761,1651,1649.50,1612,1678
"G54425","2010","54425",1930.51,1859,2019,2001.26,1993,2019,2036,1992.58,1985,2010
"G54426","2010","54426",3932.39,3733,4115,4145.79,4120,4172,4479,4419.21,4407,4483
"G54427","2010","54427",1108.38,988,1216,1103.35,991,1257,1099,1150.56,1108,1262
"G54428","2010","54428",994.10,984,1045,1209.39,1198,1250,1127,1048.41,968,1127
"G54430","2010","54430",110.52,103,214,111.15,105,191,135,129.00,129,129
"G54433","2010","54433",1880.09,1804,1923,1848.00,1848,1848,1845,1784.99,1766,1813
"G54435","2010","54435",1886.11,1756,1985,1984.66,1918,2102,2010,2131.55,2114,2251
"G54436","2010","54436",2023.43,1965,2128,2239.90,2232,2258,2203,2241.00,2241,2246
"G54437","2010","54437",2789.72,2712,2919,3018.68,2958,3045,3077,3131.03,3107,3160
"G54440","2010","54440",2450.72,2267,2610,2830.20,2660,2966,2964,3040.29,3003,3073
"G54441","2010","54441",608.77,595,646,682.85,670,696,828,795.98,597,796
"G54442","2010","54442",1139.86,966,1250,1338.38,1131,1457,1177,1090.07,1020,1143
"G54443","2010","54443",2262.66,2126,2347,2204.41,2132,2264,2137,2271.62,2251,2305
"G54446","2010","54446",2787.43,2707,2896,3044.00,3044,3054,3123,2990.00,2990,3033
"G54447","2010","54447",472.74,460,486,461.00,461,461,498,490.88,490,491
"G54448","2010","54448",3999.51,3754,4168,4214.35,4098,4297,4249,4305.60,4212,4361
